State,County,Votes,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,POPESTIMATE2016,TotalTurnout,DidntVote,CountyState
Minnesota,Koochiching County,6313.0,0.28262591067469117,0.18261007285397526,0.0054640481469749765,0.016392144440924926,12628.0,0.48709217611656636,0.5129078238834337,"Koochiching County, Minnesota"
Minnesota,Lac qui Parle County,3835.0,0.34162323157110946,0.19374534623976175,0.004765450483991066,0.015785554728220397,6715.0,0.5559195830230826,0.44408041697691736,"Lac qui Parle County, Minnesota"
Minnesota,Lake County,6472.0,0.27595294117647057,0.2896,0.008752941176470585,0.02023529411764706,10625.0,0.5945411764705882,0.40545882352941176,"Lake County, Minnesota"
Minnesota,Lake of the Woods County,2230.0,0.4037755637126377,0.14499213424226534,0.00419507079181961,0.017566858940744622,3814.0,0.5705296276874672,0.4294703723125328,"Lake of the Woods County, Minnesota"
Minnesota,Le Sueur County,14867.0,0.3327896777934834,0.1675546373817549,0.005291580587872856,0.018629263165524986,27591.0,0.524265158928636,0.475734841071364,"Le Sueur County, Minnesota"
Minnesota,Lincoln County,3002.0,0.3337368148020059,0.14871174131073836,0.003112571329759639,0.019367110496282203,5783.0,0.504928237938786,0.49507176206121395,"Lincoln County, Minnesota"
Minnesota,Lyon County,12129.0,0.28234561656095564,0.14883847620529983,0.0044748822911397325,0.020350986419705043,25699.0,0.45600996147710027,0.5439900385228997,"Lyon County, Minnesota"
Minnesota,Mahnomen County,2074.0,0.18133577310155535,0.17017383348581885,0.006221408966148216,0.009881061299176578,5465.0,0.367612076852699,0.6323879231473011,"Mahnomen County, Minnesota"
Minnesota,Marshall County,4794.0,0.3440583440583439,0.13138138138138142,0.003217503217503213,0.021879021879021878,9324.0,0.5005362505362504,0.4994637494637496,"Marshall County, Minnesota"
Minnesota,Martin County,10469.0,0.3561450400927934,0.1378284331030309,0.003984063745019918,0.017297897019516874,19829.0,0.5152554339603611,0.4847445660396389,"Martin County, Minnesota"
Minnesota,McLeod County,18684.0,0.33912728084370286,0.13888733887617882,0.0037665308855532615,0.023910496066067745,35842.0,0.5056916466715027,0.4943083533284973,"McLeod County, Minnesota"
Minnesota,Meeker County,12198.0,0.3506274340112505,0.13812202509736043,0.004067503245348331,0.019428818693206402,23110.0,0.5122457810471657,0.48775421895283433,"Meeker County, Minnesota"
Minnesota,Mille Lacs County,12948.0,0.3224309904894457,0.14339287095028222,0.004948581148998684,0.017436016392175055,25866.0,0.48820845898090165,0.5117915410190983,"Mille Lacs County, Minnesota"
Minnesota,Morrison County,17534.0,0.39380274824045575,0.11081319886657932,0.004448371469486001,0.01346698759940282,32821.0,0.5225313061759238,0.4774686938240762,"Morrison County, Minnesota"
Minnesota,Mower County,17587.0,0.22536577892398432,0.19007736894517782,0.00490258662513086,0.01583126931031841,39163.0,0.43617700380461144,0.5638229961953886,"Mower County, Minnesota"
Minnesota,Murray County,4642.0,0.35706567415055834,0.1554808500420219,0.002641373514227395,0.024372673790370995,8329.0,0.5395605714971786,0.4604394285028214,"Murray County, Minnesota"
Minnesota,Nicollet County,17914.0,0.2512583767684288,0.2348771407297096,0.007446016381236039,0.02475055845122859,33575.0,0.5183320923306031,0.48166790766939693,"Nicollet County, Minnesota"
Minnesota,Nobles County,8592.0,0.24253936287074332,0.12509154155986815,0.0018308311973636012,0.011808861222995237,21848.0,0.3812705968509703,0.6187294031490297,"Nobles County, Minnesota"
Minnesota,Norman County,3232.0,0.25824593403252777,0.19212646298829608,0.004407964736282109,0.0244718042255662,6579.0,0.47925216598267223,0.5207478340173277,"Norman County, Minnesota"
Minnesota,Olmsted County,79277.0,0.23296887042625178,0.23687476322974227,0.007289258141631068,0.023167561494951076,153102.0,0.5003004532925761,0.4996995467074239,"Olmsted County, Minnesota"
Minnesota,Otter Tail County,32284.0,0.3604889386244297,0.16078161315313763,0.004217956443143664,0.017216148747525178,58085.0,0.5427046569682362,0.4572953430317638,"Otter Tail County, Minnesota"
Minnesota,Pennington County,6671.0,0.2809975412715139,0.15075518089216716,0.0032314717246224056,0.02212855637513172,14235.0,0.4571127502634352,0.5428872497365649,"Pennington County, Minnesota"
Minnesota,Pine County,13729.0,0.28368082011498236,0.1586202119553924,0.005091085405555168,0.016381519706310174,28874.0,0.4637736371822401,0.5362263628177599,"Pine County, Minnesota"
Minnesota,Pipestone County,4779.0,0.3627472288632906,0.12247337535318409,0.004781569224081719,0.014236035644425122,9202.0,0.5042382090849815,0.4957617909150185,"Pipestone County, Minnesota"
Minnesota,Polk County,14698.0,0.28360707517372075,0.148831332912192,0.003916614024005051,0.01632975363234365,31660.0,0.4526847757422614,0.5473152242577386,"Polk County, Minnesota"
Minnesota,Pope County,6294.0,0.3432889854285455,0.19060548465924515,0.0038917549099465997,0.020001810118562762,11049.0,0.5577880351163,0.44221196488369996,"Pope County, Minnesota"
Minnesota,Ramsey County,269161.0,0.13091303230006898,0.32725298668822095,0.008408412851961252,0.017771234201857392,540649.0,0.48434566604210855,0.5156543339578914,"Ramsey County, Minnesota"
Minnesota,Red Lake County,1871.0,0.28475168455203387,0.13476416271524833,0.0057399550786124244,0.024956326428749693,4007.0,0.4502121287746443,0.5497878712253557,"Red Lake County, Minnesota"
Minnesota,Redwood County,7566.0,0.3365655506781105,0.12363231343772522,0.005044879774618355,0.01585533643451484,15263.0,0.4810980803249689,0.5189019196750311,"Redwood County, Minnesota"
Minnesota,Renville County,7563.0,0.33356070941336974,0.1444065484311051,0.0045020463847203224,0.016643929058663028,14660.0,0.49911323328785817,0.5008867667121418,"Renville County, Minnesota"
Minnesota,Rice County,32217.0,0.23511931974033096,0.22000243820669899,0.00588217366127213,0.018743713998354207,65622.0,0.4797476456066563,0.5202523543933437,"Rice County, Minnesota"
Minnesota,Rock County,4807.0,0.32319113341698036,0.14355918025930572,0.004182350480970302,0.01620660811375993,9564.0,0.4871392722710163,0.5128607277289837,"Rock County, Minnesota"
Minnesota,Roseau County,7767.0,0.34884167413285544,0.11877639831050812,0.002687827979009339,0.014079098937667992,15626.0,0.4843849993600409,0.5156150006399591,"Roseau County, Minnesota"
Minnesota,Scott County,74390.0,0.27803452115812916,0.19837138084632513,0.005157293986636971,0.02366369710467706,143680.0,0.5052268930957683,0.4947731069042317,"Scott County, Minnesota"
Minnesota,Sherburne County,47938.0,0.3319754512017791,0.14219271234282785,0.0048969292618253335,0.020603455649645025,93528.0,0.49966854845607733,0.5003314515439227,"Sherburne County, Minnesota"
Minnesota,Sibley County,7727.0,0.3502394280704121,0.1317866055169623,0.004316449720105212,0.01962635732110339,14827.0,0.5059688406285829,0.49403115937141706,"Sibley County, Minnesota"
Minnesota,St. Louis County,111260.0,0.22317731773177318,0.2888738873887389,0.009390939093909392,0.02183218321832183,199980.0,0.5432743274327434,0.4567256725672566,"St. Louis County, Minnesota"
Minnesota,Stearns County,78985.0,0.30592604014082697,0.1643088428031763,0.006129057127438128,0.019093876082543107,155652.0,0.4954578161539845,0.5045421838460156,"Stearns County, Minnesota"
Minnesota,Steele County,19040.0,0.3042521396549382,0.1695150115473441,0.005651406058959377,0.02195353892134221,36805.0,0.5013720961825838,0.4986279038174162,"Steele County, Minnesota"
Minnesota,Stevens County,5350.0,0.2888682554420716,0.21830186732693696,0.0071185391519653345,0.021149282987723096,9693.0,0.5354379449086971,0.4645620550913029,"Stevens County, Minnesota"
Minnesota,Swift County,4968.0,0.3144707506104682,0.17825671515022826,0.003397388257776834,0.016243762607495486,9419.0,0.5123686166259688,0.4876313833740312,"Swift County, Minnesota"
Minnesota,Todd County,11944.0,0.35014236784549985,0.11484339536995007,0.003961540048693928,0.011843354103907895,24233.0,0.48079065736805177,0.5192093426319482,"Todd County, Minnesota"
Minnesota,Traverse County,1791.0,0.3128724672228843,0.18802145411203813,0.004767580452920143,0.012216924910607866,3356.0,0.5178784266984504,0.4821215733015496,"Traverse County, Minnesota"
Minnesota,Wabasha County,11764.0,0.32853852301038877,0.181732712828468,0.005970008931509423,0.021952710007991344,21273.0,0.5381939547783576,0.46180604522164237,"Wabasha County, Minnesota"
Minnesota,Wadena County,6894.0,0.35150061768766805,0.12237482741079862,0.004214809970205649,0.01191773853644357,13761.0,0.4900079936051159,0.5099920063948842,"Wadena County, Minnesota"
Minnesota,Waseca County,9579.0,0.3155306435407964,0.1500713870234255,0.00560520332081857,0.02046428004864893,18911.0,0.4916715139336894,0.5083284860663106,"Waseca County, Minnesota"
Minnesota,Washington County,142843.0,0.25454236578341244,0.26503948766775837,0.005839196893136371,0.024415586467918,253117.0,0.5498366368122252,0.45016336318777483,"Washington County, Minnesota"
Minnesota,Watonwan County,4971.0,0.25375870920425375,0.16629996332966637,0.004767143381004765,0.014301430143014297,10908.0,0.4391272460579392,0.5608727539420608,"Watonwan County, Minnesota"
Minnesota,Wilkin County,3279.0,0.33485372758729154,0.1404529726329034,0.005347593582887699,0.022963195973576597,6358.0,0.5036174897766592,0.4963825102233408,"Wilkin County, Minnesota"
Minnesota,Winona County,25852.0,0.2379288686503886,0.22309020962550052,0.010422391457957135,0.02286645206877601,50948.0,0.4943079218026223,0.5056920781973777,"Winona County, Minnesota"
Minnesota,Wright County,69154.0,0.3264730290456431,0.1534213504337986,0.004126744624669935,0.02264805733685402,132550.0,0.5066691814409656,0.4933308185590344,"Wright County, Minnesota"
Minnesota,Yellow Medicine County,5253.0,0.3404126824358329,0.15339708102667338,0.003724207347760443,0.016406643180674387,9935.0,0.5139406139909412,0.48605938600905885,"Yellow Medicine County, Minnesota"
Mississippi,Adams County,12214.0,0.1640104966717869,0.22148617511520738,0.0008000512032770088,0.0032642089093701996,31248.0,0.3895609318996415,0.6104390681003584,"Adams County, Mississippi"
Mississippi,Alcorn County,14781.0,0.31677568089212954,0.07194938880549007,0.001018657516620199,0.004476731717778254,37304.0,0.39422045893201807,0.6057795410679819,"Alcorn County, Mississippi"
Mississippi,Amite County,7033.0,0.3437148820035318,0.2157649703002087,0.0005618879434901235,0.003050248836089259,12458.0,0.5630919890833199,0.4369080109166801,"Amite County, Mississippi"
Mississippi,Attala County,7242.0,0.22647089891201008,0.1503644237878948,0.0007394105841343602,0.0026407520861941453,18934.0,0.38021548537023336,0.6197845146297667,"Attala County, Mississippi"
Mississippi,Benton County,3996.0,0.271055179090029,0.20728460793804454,0.0010890609874152943,0.0033881897386253594,8264.0,0.4828170377541142,0.5171829622458858,"Benton County, Mississippi"
Mississippi,Bolivar County,12831.0,0.12985307144820846,0.2568958670617344,0.0009163942939181955,0.0028102758346824673,32737.0,0.3904756086385435,0.6095243913614565,"Bolivar County, Mississippi"
Mississippi,Calhoun County,6339.0,0.29842573579739906,0.12895277207392197,0.0006844626967830239,0.0033538672142368244,14610.0,0.43141683778234086,0.5685831622176591,"Calhoun County, Mississippi"
Mississippi,Carroll County,5470.0,0.368015602145295,0.16070209653827403,0.0008776206728425124,0.0027303754266211583,10255.0,0.5323256947830326,0.4676743052169674,"Carroll County, Mississippi"
Mississippi,Chickasaw County,7890.0,0.23930186709961734,0.21158529514090224,0.0006958135219761071,0.003537052070045224,17246.0,0.45512002783254096,0.5448799721674591,"Chickasaw County, Mississippi"
Mississippi,Choctaw County,4020.0,0.33523416646445037,0.14535306964329048,0.0014559572919194365,0.0031545741324921096,8242.0,0.4851977675321524,0.5148022324678476,"Choctaw County, Mississippi"
Mississippi,Claiborne County,2954.0,0.045300361089834776,0.2760695918590655,0.0003282634861582201,0.0005471058102637024,9139.0,0.32224532224532215,0.6777546777546779,"Claiborne County, Mississippi"
Mississippi,Clarke County,7713.0,0.3202416918429003,0.1608761329305136,0.0009441087613293016,0.0018252769385699898,15888.0,0.4838872104733132,0.5161127895266868,"Clarke County, Mississippi"
Mississippi,Clay County,9960.0,0.20836272040302267,0.2869017632241814,0.001007556675062969,0.003425692695214105,19850.0,0.49969773299748116,0.5003022670025188,"Clay County, Mississippi"
Mississippi,Coahoma County,8912.0,0.10189424167331682,0.26788189340165486,0.0005460120122642661,0.002226048973077406,23809.0,0.37254819606031336,0.6274518039396866,"Coahoma County, Mississippi"
Mississippi,Copiah County,11906.0,0.19577276876623836,0.2177866722842497,0.0005266484095218021,0.0022821431079278146,28482.0,0.41636823256793765,0.5836317674320624,"Copiah County, Mississippi"
Mississippi,Covington County,8790.0,0.27712197863968524,0.1669477234401349,0.0006132147784761613,0.0031171751239204852,19569.0,0.44780009198221676,0.5521999080177833,"Covington County, Mississippi"
Mississippi,DeSoto County,64022.0,0.2400476052183519,0.11327308653785922,0.0017026268286155163,0.007431197362352013,175611.0,0.36245451594717865,0.6375454840528214,"DeSoto County, Mississippi"
Mississippi,Forrest County,27284.0,0.19938404032693244,0.14834362126377026,0.0018689374695639578,0.0076863343818686725,75979.0,0.3572829334421353,0.6427170665578648,"Forrest County, Mississippi"
Mississippi,Franklin County,4219.0,0.34502698535080956,0.1890259573374454,0.0017990233873040342,0.002698535080956049,7782.0,0.5385505011565151,0.46144949884348485,"Franklin County, Mississippi"
Mississippi,George County,9831.0,0.36514032496307247,0.04275163536611099,0.0008440599282549056,0.0037560666807343298,23695.0,0.4124920869381727,0.5875079130618273,"George County, Mississippi"
Mississippi,Greene County,5325.0,0.32137529832935563,0.07130071599045346,0.0002983293556085888,0.0020883054892601415,13408.0,0.3950626491646778,0.6049373508353222,"Greene County, Mississippi"
Mississippi,Grenada County,10442.0,0.27920094007050533,0.20615746180963576,0.0009400705052878954,0.0031962397179788452,21275.0,0.48949471210340784,0.5105052878965921,"Grenada County, Mississippi"
Mississippi,Hancock County,17517.0,0.2932187813895835,0.07095381590476801,0.0017311021350259637,0.006603834070654611,46791.0,0.37250753350003213,0.6274924664999679,"Hancock County, Mississippi"
Mississippi,Harrison County,62076.0,0.19539053504826945,0.10174970723402578,0.0015843805662438366,0.0058208764281567045,203234.0,0.3045454992766958,0.6954545007233042,"Harrison County, Mississippi"
Mississippi,Hinds County,91536.0,0.10330018364292852,0.26913016262555495,0.0018281384079028619,0.0038842759369727494,241229.0,0.3781427606133591,0.6218572393866408,"Hinds County, Mississippi"
Mississippi,Holmes County,7045.0,0.0639479971109506,0.3233512972942941,0.001000055558642147,0.0012222901272292905,17999.0,0.3895216400911162,0.6104783599088839,"Holmes County, Mississippi"
Mississippi,Humphreys County,3599.0,0.10853988018324914,0.3115235522142605,0.00023493480559144765,0.0011746740279572384,8513.0,0.42147304123105833,0.5785269587689417,"Humphreys County, Mississippi"
Mississippi,Issaquena County,699.0,0.2302936630602782,0.30525502318392583,0.0,0.003091190108191651,1294.0,0.5386398763523957,0.46136012364760426,"Issaquena County, Mississippi"
Mississippi,Itawamba County,9634.0,0.356368736452888,0.04675081813931744,0.0008075141314972989,0.0035700624760933294,23529.0,0.4074971311997961,0.5925028688002039,"Itawamba County, Mississippi"
Mississippi,Jackson County,45465.0,0.22092735112325743,0.09265723125721287,0.0010761747651177767,0.005805679653924852,141241.0,0.3204664367995129,0.6795335632004871,"Jackson County, Mississippi"
Mississippi,Jasper County,8468.0,0.24321389793702497,0.263421401857884,0.00036192544335866546,0.0016889854023404492,16578.0,0.508686210640608,0.49131378935939196,"Jasper County, Mississippi"
Mississippi,Jefferson County,3859.0,0.06701384130464576,0.4573112237905987,0.0009592983417842902,0.0017815540633136894,7297.0,0.5270659175003425,0.4729340824996575,"Jefferson County, Mississippi"
Mississippi,Jefferson Davis County,6237.0,0.21660079051383402,0.32674571805006586,0.0002635046113306977,0.001844532279314884,11385.0,0.5454545454545455,0.4545454545454545,"Jefferson Davis County, Mississippi"
Mississippi,Jones County,28250.0,0.2954394949450355,0.11401998440098302,0.0007652347946374704,0.0039291863493885444,67953.0,0.4141539004900446,0.5858460995099555,"Jones County, Mississippi"
Mississippi,Kemper County,4639.0,0.17966855295068715,0.2856709781729992,0.00010105092966855011,0.001818916734033953,9896.0,0.4672594987873888,0.5327405012126112,"Kemper County, Mississippi"
Mississippi,Lafayette County,19642.0,0.20209681017176,0.14811510149453488,0.0024908915160978496,0.010725704513346717,53796.0,0.3634285076957394,0.6365714923042606,"Lafayette County, Mississippi"
Mississippi,Lamar County,24179.0,0.3035919493055784,0.08280526644121218,0.0012148274616672649,0.007321797944643264,60914.0,0.39493384115310115,0.6050661588468988,"Lamar County, Mississippi"
Mississippi,Lauderdale County,28967.0,0.22601761944569482,0.14031252009517073,0.0009002636486399579,0.003806829142820397,77755.0,0.3710372323323259,0.6289627676676741,"Lauderdale County, Mississippi"
Mississippi,Lawrence County,6329.0,0.3193975998117499,0.17107224096007526,0.0011765628676758942,0.0030590634559573278,12749.0,0.4947054670954584,0.5052945329045416,"Lawrence County, Mississippi"
Mississippi,Leake County,8436.0,0.21109637488947838,0.15822281167108757,0.0005747126436781589,0.0017241379310344803,22620.0,0.3716180371352786,0.6283819628647214,"Leake County, Mississippi"
Mississippi,Lee County,31974.0,0.25409634461999747,0.1128471205537532,0.00140546491608203,0.004567760977266602,85381.0,0.37291669106709924,0.6270833089329008,"Lee County, Mississippi"
Mississippi,Leflore County,9566.0,0.09234324758842444,0.2236401393354769,0.000837352625937832,0.002445069667738475,29856.0,0.3192658092175777,0.6807341907824223,"Leflore County, Mississippi"
Mississippi,Lincoln County,15193.0,0.30559337253425256,0.12913130376850218,0.000753121107667349,0.0025779914839382414,34523.0,0.4380557888943603,0.5619442111056396,"Lincoln County, Mississippi"
